No.,Station Id,Avg. Test Fees,Station Name,Address,City,ZIP,Phone Number,Price,Tax,On the Spot Registration,Registration/Sticker Fee,Service Type,Detailed Information
183,1197,$23,RC AUTOMOTIVE,4022 SOUTH STATE,MURRAY,84107,801-268-9911,32,0,No,Na,TestAndRepair,Na
184,1198,$33,MASTER MUFFLER KEARNS,4030 W 5415 S,KEARNS,84118,801-657-5000,35,0,No,Na,TestAndRepair,Na
185,1199,$38,FLINN AUTOMOTIVE,156 WEST HAVEN AVE,SALT LAKE CITY,84115,801-335-9945,38,0,No,Na,TestAndRepair,Na
186,1202,$33,EMISSIONS PLUS NO. 6,510 EAST 3900 SOUTH,SALT LAKE CITY,84107,801-265-9089,25,0,Yes,10,TestOnly,Na
187,1205,$32,ACCURACY AUTO SALES,4036 SO MAIN ST,SALT LAKE CITY,84107,801-266-3609,32,0,Yes,Na,TestAndRepair,Registration price included in testing price.
188,1206,$29,A PLUS AUTO CENTER NO 1,945 S GALE ST,SALT LAKE CITY,84101,801-533-0389,Na,Na,Na,Na,Na,Didn't pick up the phone/blocked number
189,1208,$35,EDWARDS FAMILY AUTO,4384 SOUTH 900 EAST,SALT LAKE CITY,84124,801-263-2277,35,0,No,Na,TestAndRepair,Na
190,1210,$40,J & S AUTO SERVICE 2 INC,1433 SO MAIN ST,SALT LAKE CITY,84115,801-467-1477,40,0,No,Na,TestAndRepair,Na
191,1214,$41,JIFFY LUBE NO.3346,13318 S MARKET CENTER DR,RIVERTON,84065,801-676-7528,39,0,Yes,10,TestOnly,Na
192,1215,$40,JIFFY LUBE NO.2036,7805 SO REDWOOD RD,WEST JORDAN,84088,801-562-0442,39,0,Yes,10,TestOnly,Na
193,1216,$41,BURT BROTHERS TIRE & SERV,4712 SO HIGHLAND DR,SALT LAKE CITY,84117,801-278-4446,39.5,0,Yes,10,TestAndRepair,Na
194,1220,$35,UTAH FLEET SERVICES,371 W 1500 S,SALT LAKE CITY,84115,801-972-4433,35,0,No,Na,TestAndRepair,Na
195,1221,$35,YUCOS AUTO REPAIR,3435 S W TEMPLE REAR,SALT LAKE CITY,84115,801-518-9816,Na,Na,Na,Na,Na,Didn't pick up the phone/blocked number
196,1227,$30,J AND T MAGIC AUTO REPAIR,3454 SO WEST TEMPLE,SALT LAKE CITY,84115,801-604-8486,Na,Na,Na,Na,Na,Didn't pick up the phone/blocked number
197,1230,$35,MATSON AUTO AND MARINE,1842 W 12600 S,RIVERTON,84065,801-302-7175,35,0,Yes,10,TestAndRepair,Na
198,1231,$21,B3NJI'S AUTO REPAIR,2747 S REDWOOD RD,WEST VALLEY CITY,84119,801-638-0381,35,0,Yes,15,TestAndRepair,Na
199,1233,$30,DMV EXPRESS,277 W 3300 S,SALT LAKE CITY,84115,801-484-1660,30,0,Yes,10,TestAndRepair,Na
200,1237,$39,HILLSIDE TIRE 5,1888 WEST 7800 SOUTH,WEST JORDAN,84088,801-566-9400,35,0,Yes,Na,TestAndRepair,Sticker price as in DMV
201,1238,$20,EXCEL AUTOMOTIVE,290 EAST 3300 SOUTH,SALT LAKE CITY,84115,801-467-9011,20,0,Yes,12.95,TestAndRepair,Na
202,1240,$35,MARK MILLER SUBARU SOUTH,10920 SO STATE ST,SANDY,84070,888-791-4530,35,0,No,Na,TestAndRepair,Na
203,1245,$27,LUCKY'S AUTO SERVICE CTR,3075 S STATE ST,SALT LAKE CITY,84115,801-924-5828,Na,Na,Na,Na,Na,Didn't pick up the phone/blocked number
204,1247,$26,UNIVERSAL EXHAUST AUTO CARE,402 E 3900 SO,SALT LAKE CITY,84107,801-261-3313,30,0,No,Na,TestAndRepair,Na
205,1248,$26,M AND M SERVICE STATION,4804 S REDWOOD RD,TAYLORSVILLE,84123,801-969-0225,25,0,No,Na,TestOnly,Na
206,1249,$40,J AND S AUTO SERVICE INC,1376 W 1000 N,SALT LAKE CITY,84116,801-355-5573,40,0,Yes,5,TestAndRepair,Na
207,1250,$31,ALTSTART AUTOMOTIVE,1816 S REDWOOD RD #B,SALT LAKE CITY,84104,801-975-0162,35,0,Yes,10,TestAndRepair,Na
208,1251,$43,EMISSIONS PLUS,1608 W 7800 S,WEST JORDAN,84088,801-878-9708,Na,Na,Na,Na,Na,Didn't pick up the phone/blocked number
209,1254,$28,JONES COMPLETE CAR CARE,4752 SO REDWOOD RD,TAYLORSVILLE,84123,801-963-0500,27.5,0,No,Na,TestAndRepair,Na
210,1255,$25,AUTOMOTIVE SOLUTIONS,1321 SOUTH EARL DR,SALT LAKE CITY,84104,801-433-3433,25,0,No,Na,TestAndRepair,Na
211,1258,$26,JAKES QUICK LUBE AND SERVICE,4793 S STATE ST,MURRAY,84107,801-281-1935,Na,Na,Na,Na,Na,Didn't pick up the phone/blocked number
212,1260,$38,MIDAS,4444 SO STATE ST,MURRAY,84107,801-692-3767,38,0,No,Na,TestAndRepair,Na
213,1261,$38,MIDAS,875 E 2100 SO,SALT LAKE CITY,84106,801-487-0825,38,0,No,Na,TestAndRepair,Na
214,1264,$31,BACHMANN AUTO REPAIR,36 W FAYETTE AVE #6,SALT LAKE CITY,84101,801-363-5533,Na,Na,Na,Na,Na,Didn't pick up the phone/blocked number
215,1265,$38,BIG O TIRE,1022 E DRAPER PARKWAY,DRAPER,84020,801-523-9300,35,0,Yes,10,TestAndRepair,Na
216,1266,$43,HIDDEN VALLEY CAR WASH,821 E 12300 S,DRAPER,84020,CLOSED,Na,Na,Na,Na,Na,Na
217,1268,$31,OLD FASHION SERVICE,2221 East 3300 SO,SALT LAKE CITY,84109,801-466-5455,31,0,No,Na,TestAndRepair,Na
218,1269,$29,AUTO REPAIR SANCHEZ,4195 SO 500 W #74,MURRAY,84123,801-347-5033,30,0,No,Na,TestAndRepair,Na
219,1270,$20,D & T AUTO SAVERS,650 E SEGO LILY DR,SANDY,84070,801-553-8808,19.99,0,No,Na,TestAndRepair,Na
220,1272,$22,TRANSMISSION CITY INC,8324 SO 700 E,SANDY,84070,801-565-9990,39.95,0,No,Na,TestAndRepair,Na
221,1274,$26,KHANG'S AUTO REPAIR,4555 SO 300 W A300,MURRAY,84107,801-263-3140,Na,Na,Na,Na,Na,Didn't pick up the phone/blocked number
222,1275,$30,CLARK'S AUTOMOTIVE,506 E 1700 SO,SALT LAKE CITY,84105,801-485-2858,30,0,No,Na,TestAndRepair,Na
223,1276,$35,CHUCK'S SERVICE CENTER,1955 E 2700 SO,SALT LAKE CITY,84106,801-467-4922,Na,Na,Na,Na,Na,Didn't pick up the phone/blocked number
224,1277,$35,GLEN'S AUTO & DIESEL,7709 S ALLEN ST,MIDVALE,84047,801-566-4669,35,0,No,Na,TestAndRepair,Na
225,1278,$30,AUTO PRO INDEPENDENT,903 E 3900 S,SALT LAKE CITY,84124,801-262-9952,30,0,No,Na,TestAndRepair,Na
226,1280,$39,KEARNS BIG O TIRES,3725 W 5400 S,KEARNS,84118,801-964-9935,35,0,No,Na,TestAndRepair,Na
227,1283,$40,JIFFY LUBE No.2010,1028 E DRAPER PKWY,DRAPER,84020,801-576-1961,39,0,Yes,10,TestOnly,Na
228,1284,$41,JIFFY LUBE No.2014,6131 SO COUGAR LN,KEARNS,84118,801-957-1057,39,0,Yes,10,TestOnly,Na
229,1285,$40,JIFFY LUBE No.14,1850 W 4100 SO,WEST VALLEY,84119,801-972-3455,39,0,Yes,10,TestAndRepair,Na
230,1286,$39,JIFFY LUBE No.2008,3796 W 3500 SO,WEST VALLEY,84120,801-969-6457,39,0,Yes,10,TestOnly,Na
231,1288,$33,VOLKSWAGEN SOUTHTOWNE,11000 S FRONTAGE RD,SOUTH JORDAN,84095,801-988-5825,Na,Na,Na,Na,Na,Didn't pick up the phone/blocked number
232,1290,$15,CHUY'S MECHANIC SHOP,4711 SO 300 W,MURRAY,84107,801-706-6136,15,0,Yes,10,TestAndRepair,Na
233,1293,$40,BIG O TIRE,178 E SOUTH TEMPLE,SALT LAKE CITY,84111,801-519-8241,40,0,No,Na,TestAndRepair,Na
234,1295,$36,G & R DIESEL PERF.& REPAI,97 E 12675 S,DRAPER,84020,801-571-0377,33,0,No,Na,TestAndRepair,Na
235,1297,$43,BIG O TIRES,910 S 300 W,SALT LAKE CITY,84101,801-322-1043,45,0,Yes,10,TestAndRepair,Na
236,1299,$33,MET AUTO LLC,62 E GRANITE AVE,SALT LAKE CITY,84115,801-463-1155,35,0,No,Na,TestAndRepair,Na
237,1301,$42,JIFFY LUBE NO. 2013,4949 SO STATE ST,MURRAY,84107,801-263-9066,39,0,Yes,10,TestOnly,Na
238,1302,$34,TEN MINUTE EMISSIONS,4735 W 3500 SO #B,WEST VALLEY,84120,801-966-9122,30,0,Yes,10,TestAndRepair,Na
239,1304,$33,MURDOCK HYUNDAI,4646 SO STATE ST,MURRAY,84107,801-262-6401,33,0,No,Na,TestAndRepair,Na
240,1309,$25,CAPITAL CITY AUTOMOTIVE,3999 SO MAIN ST UNIT S1,MILLCREEK,84107,801-935-9030,Na,Na,Na,Na,Na,Didn't pick up the phone/blocked number
241,1311,$39,JIFFY LUBE NO.2007,10620 S 700 E,SANDY,84070,801-576-9445,39,0,No,Na,TestOnly,Na
242,1312,$39,AMAYA AUTO SERVICES LLC,1806 W 3500 S,WEST VALLEY CITY,84119,801-908-7864,Na,Na,Na,Na,Na,Didn't pick up the phone/blocked number
243,1313,$36,BIG O TIRE,8835 S 700 E,SANDY,84070,801-566-1177,35,0,Yes,10,TestAndRepair,Na
244,1314,$31,KEN GARFF HYUNDAI,717 SO WEST TEMPLE,SALT LAKE CITY,84101,801-257-3200,30,0,No,Na,TestAndRepair,Na
245,1316,$39,JIFFY LUBE No.2039,3936 W 5400 SO,KEARNS,84118,801-967-3011,39,0,Yes,10,TestAndRepair,Na
246,1317,$40,JIFFY LUBE No.2038,677 E 400 SO,SALT LAKE CITY,84102,801-355-7803,39,0,No,Na,TestAndRepair,Na
247,1318,$26,GUATEMEX AUTO REPAIR,2688 SO REDWOOD RD SUITE J,WEST VALLEY,84119,CLOSED,Na,Na,Na,Na,Na,Na
248,1320,$41,GOOD LOOKING DAVES INC,4580 S 300 W,MURRAY,84107,801-266-2229,40,0,No,Na,TestAndRepair,Na
249,1322,$23,QUALITY EMISSION & INSP,3999 SO MAIN ST #N1,SALT LAKE CITY,84107,801-904-2275,25,0,Yes,10,TestAndRepair,Na
250,1325,$35,DWIGHT'S FLEET & AUTO,366 W 6100 S STE 1,MURRAY,84107,801-685-2661,35,0,No,Na,TestAndRepair,Na
251,1327,$31,PEAK PERFORMANCE AUTO 1,2810 S 400 W,SALT LAKE CITY,84115,801-466-8600,32,0,No,Na,TestAndRepair,Na
252,1330,$30,ZURITA'S AUTOMOTIVE LLC,3578 S 1950 W,WEST VALLEY,84119,801-574-9238,30,0,No,Na,TestAndRepair,Na
253,1331,$2,PRESTMAN AUTO,2865 SO STATE ST,SALT LAKE CITY,84115,855-982-9259,30,0,No,Na,TestAndRepair,Na
254,1333,$32,BACK SHOP AUTO,3105 W 3500 S #2,WEST VALLEY CITY,84119,801-613-9102,Na,Na,Na,Na,Na,Didn't pick up the phone/blocked number
255,1334,$31,FABIAN'S EMISSIONS & AUTO,2775 SO MAIN ST #B,SALT LAKE CITY,84115,801-467-2441,Na,Na,Na,Na,Na,Didn't pick up the phone/blocked number
256,1335,$15,STATE RADIATOR,8408 S STATE ST,MIDVALE,84047,801-565-8411,30,0,No,Na,TestAndRepair,Na
257,1337,$40,DW AUTO & TOWING,2690 W 3100 SO,WEST VALLEY,84119,801-973-7048,Na,Na,Na,Na,Na,Didn't pick up the phone/blocked number
258,1338,$20,JS AUTOMOTIVE,260 W 900 SO,SALT LAKE CITY,84101,801-486-8133,Na,Na,Na,Na,Na,Didn't pick up the phone/blocked number
259,1340,$21,MIKES COMPLETE AUTO REPAI,8238 SO STATE ST,MIDVALE,84047,801-567-9300,37.24,0,No,Na,TestAndRepair,Na
260,1342,$23,GENERAL AUTO REPAIR,3426 S 300 W,SALT LAKE CITY,84115,801-484-5598,Na,Na,Na,Na,Na,Didn't pick up the phone/blocked number
261,1343,$28,KARL MALONE MITSUBISHI,10736 SO STATE ST,SANDY,84070,801-890-2190,Na,Na,Na,Na,Na,Didn't pick up the phone/blocked number
262,1344,$25,LAKE CITY AUTO,4020 S WEST TEMPLE,MURRAY,84107,801-262-6888,25,0,Yes,Na,TestAndRepair,Na
263,1345,$28,AFFORDABLE CAR CARE,3385 W 3500 S,WEST VALLEY,84119,801-205-2050,27,3,No,Na,TestAndRepair,Na
264,1348,$42,BIG O TIRES COLEY INC,4745 S STATE ST,MURRAY,84107,801-262-2436,42,3,No,Na,TestAndRepair,Na
265,1349,$30,PRECISION TUNE AUTO CARE,5851 SO STATE ST,MURRAY,84107,801-747-0145,30,0,No,Na,TestAndRepair,Na
266,1353,$37,MCNEILS AUTO,10665 S 700 E,SANDY,84070,801-679-4601,38,0,Yes,Na,TestAndRepair,Na
267,1354,$29,SPEEDY AUTO REPAIR,205 E 3300 SO,SALT LAKE CITY,84115,801-467-8427,28,0,Yes,Na,TestAndRepair,Na
268,1356,$31,RICHINS CAR SERVICE,568 E 12300 SO,DRAPER,84020,801-571-1111,31,0,Yes,Na,TestAndRepair,Na
269,1358,$45,JIFFY LUBE NO.3442,13955 S BANGERTER PKWY,DRAPER,84020,801-553-7051,39,0,No,Na,TestAndRepair,Na
270,1361,$40,JEANNETTE AUTO REPAIR,4091 SO STATE ST BLDG B,SALT LAKE CITY,84107,801-262-2065,25,3,Yes,Na,TestAndRepair,Na
271,1362,$31,LARRY H MILLER USED CAR,10990 SO AUTOMALL DR,SANDY,84070,801-553-5300,30,0,No,Na,TestAndRepair,service rep said county gov sets $30 fee county wide
272,1364,$25,EL NINO EMISSION AND INSP,4319 W 3500 SO,WEST VALLEY,84120,801-505-4740,35,0,No,Na,Na,Na
273,1367,$28,PEP BOYS AUTO NO.794,2160 S 700 E,SALT LAKE CITY,84106,801-487-3334,30,0,No,Na,TestAndRepair,Na
274,1368,$30,PEP BOYS AUTO NO.785,2040 W 3500 SO,SALT LAKE CITY,84119,801-972-5550,30,0,No,Na,TestAndRepair,Na
275,1370,$34,ALEXS AUTOHAUS,7470 SO STATE ST,MIDVALE,84047,801-566-6115,35,0,No,Na,TestAndRepair,Na
276,1374,$33,PYLE WHEEL AND BRAKE SVC,3154 S 300 W,SALT LAKE CITY,84115,801-467-7455,33,0,No,Na,TestAndRepair,Na
277,1375,$46,THE SMOG SHOP AUTO SVCS,836 SO REDWOOD RD,SALT LAKE CITY,84104,801-972-0990,35,0,Yes,Na,TestAndRepair,Na
278,1376,$37,EMISSION TIME,32 E 9000 S,SANDY,84070,801-948-4048,35,0,Yes,Na,TestAndRepair,Na
279,1377,$21,ELITE EMISSIONS,4659 S STATE ST,MURRAY,84107,801-590-9252,25,0,Yes,Na,TestAndRepair,Na
280,1380,$30,CONTRACT AUTO REPAIR,4004 SO WEST TEMPLE,SALT LAKE CITY,84107,801-266-1214,30,0,Yes,Na,TestAndRepair,Na
281,1382,$21,VELOCITY AUTO SALES,12244 S GALENA PARK BLVD,DRAPER,84020,801-639-0300,Na,Na,Na,Na,Na,Na
282,1384,$32,ROCKY'S TIRE PROS,3939 SO STATE ST,MURRAY,84107,801-790-4339,30,0,No,Na,TestAndRepair,rep said emissions test anywhere does not entail tax
283,1386,$32,STRONG VOLKSWAGEN INC,1070 S MAIN ST,SALT LAKE CITY,84101,833-261-4184,30,0,Na,Na,TestAndRepair,Na
284,1387,$21,168 AUTO REPAIR,61 W 2100 SO,SALT LAKE CITY,84115,801-906-8168,20,0,No,Na,TestAndRepair,Na
285,1389,$31,SLV CHRYSLER DODGE JEEP,2309 S STATE STREET,SALT LAKE CITY,84115,801-484-8755,30,0,Na,Na,TestAndRepair,Na
286,1391,$31,FASTLUBE PLUS LLC,1302 SO STATE ST,SALT LAKE CITY,84115,801-899-9645,30,0,Yes,Na,TestAndRepair,Na
287,1395,$44,FABULOUS FREDDYS CAR WASH,1065 E 9400 SO,SANDY,84094,801-523-2969,29.99,0,No,Na,TestAndRepair,Na
288,1405,$11,SINDY AUTO REPAIR,4690 S RIVERSIDE DR,MURRAY,84123,801-759-6540,20,0,No,Na,TestAndRepair,$5 credit card fee
289,1407,$30,PRECISION TUNE,2547 SO STATE ST,SALT LAKE CITY,84115,801-935-4454,30,0,No,Na,TestAndRepair,Na
290,1408,$25,LUCAS AUTO SERVICE & TOWI,3726 SO SECORD ST,SALT LAKE CITY,84115,801-864-1160,25,0,No,Na,TestAndRepair,Na
291,1411,$40,BURT BROTHERS TIRE & SERV,13722 SO REDWOOD RD,RIVERTON,84065,801-253-4422,40,0,Yes,Na,TestAndRepair,Na
292,1413,$37,L AND T AUTO SERVICE,1255 W 400 S,SALT LAKE CITY,84104,801-864-3082,Na,Na,Na,Na,Na,Na
293,1414,$34,VIKING AUTOMOTIVE,6905 S STATE ST,MIDVALE,84047,801-838-8898,35,0,No,Na,TestAndRepair,Na
294,1419,$30,VINCE QUANG'S AUTO,4149 SO MAIN ST SUITE 3,SALT LAKE CITY,84107,801-293-9319,30,0,No,Na,TestAndRepair,Na
295,1420,$34,STEVES AUTOMOTIVE SPECIA,9245 S 700 E,SANDY,84070,801-559-7776,34.95,34.95,Yes,Na,TestAndRepair,Na
296,1422,$30,BIG O TIRES,4546 S 900 E,SALT LAKE CITY,84117,801-262-4626,30,0,No,Na,TestAndRepair,Na
297,1423,$26,VALLEY IMPORTS REPAIR LLC,1301 E MILLER AVE UNIT 12,SALT LAKE CITY,84106,801-906-0931,Na,Na,Na,Na,Na,Na
298,1424,$33,JERRY SEINER KIA,10301 S JORDAN GATEWAY,SOUTH JORDAN,84095,801-495-6800,33,0,Na,Na,TestAndRepair,Na
299,1425,$36,HERZ HIGH TECH,4339 W 3500 S,WEST VALLEY CITY,84120,801-969-1417,36,0,Yes,Na,TestAndRepair,Na
300,1429,$41,JIFFY LUBE NO.3732,2196 W 5400 So,TAYLORSVILLE,84129,801-964-6800,39,0,Yes,Na,TestAndRepair,Na
301,1432,$41,ALL ABOUT EMISSIONS,8610 S 700 E,SANDY,84070,801-666-6717,35,0,Na,Na,TestOnly,Na
302,1436,$37,MAIN STREET MUFFLER,3683 S MAIN ST,SALT LAKE CITY,84115,801-266-6565,35,0,Na,Na,TestAndRepair,Na
303,1439,$41,JIFFY LUBE NO.3740,3332 W South Jordan Pkwy,SOUTH JORDAN,84095,801-662-0679,39,0,Na,Na,TestAndRepair,Na
304,1440,$41,TIM DAHLE NISSAN,11155 SO JORDAN GTWY,SOUTH JORDAN,84095,801-495-3800,39,0,Na,Na,TestAndRepair,Na
305,1441,$37,TUNEX OF SOUTH JORDAN,1247 W SOUTH JORDAN PKWY,SOUTH JORDAN,84095,801-280-4424,37,0,Na,Na,TestAndRepair,Na
306,1442,$35,DEKRA SAFETY & EMISSIONS,7736 S STATE ST,MIDVALE,84047,801-255-6807,35,0,Na,Na,TestOnly,Na
307,1443,$38,DEKRA SAFETY & EMISSIONS,5983 S 900 E,MURRAY,84121,385-474-6424,35,0,Na,Na,TestOnly,Na
308,1444,$34,DEKRA SAFETY & EMISSIONS,865 S STATE ST,SALT LAKE CITY,84111,801-433-5000,35,0,Na,Na,TestOnly,Na
309,1446,$36,DEKRA SAFETY & EMISSIONS,1835 W 9000 S,WEST JORDAN,84088,801-987-8223,35,0,Na,Na,TestOnly,Na
310,1448,$30,SOUTHTOWNE MAZDA,10785 SO AUTOMALL DR,SANDY,84070,801-571-4299,30,0,Na,Na,TestAndRepair,Na
311,1450,$35,L.A. AUTO REPAIR (now Harris Automotive),315 E 3300 So,Salt Lake City,84115,801-467-0776,35,0,Na,Na,TestAndRepair,Na
312,1451,$22,DMV EMISSION & INSPECTION (now Rise Auto),4973 S REDWOOD RD,TAYLORSVILLE,84123,385-429-3115,Na,Na,Na,Na,Na,Na
313,1453,$35,HUNTER CASH SAVER,6809 W 3500 SO,WEST VALLEY,84128,801-250-5861,35,0,Na,Na,TestAndRepair,Na
314,1454,$21,MASTER MUFFLER,2284 W 12600 S,RIVERTON,84065,801-436-5659,20,0,Na,Na,TestAndRepair,Na
315,1458,$31,J & A ECONOMIC COMPLETE,7359 SO STATE ST,MIDVALE,84047,801-255-3000,30,0,Na,Na,TestAndRepair,Na
316,1461,$38,QUICK EMISSIONS,2570 W 4700 SO,TAYLORSVILLE,84129,801-840-2250,38,0,Na,Na,TestOnly,Na
317,1463,$35,CLIFF'S GARAGE,1489 SO MAJOR ST,SALT LAKE CITY,84115,801-359-4040,35,0,Na,Na,TestAndRepair,Na
318,1465,$15,IMAGE AUTO SALES,1308 W 7800 SO,WEST JORDAN,84088,801-565-8819,35,0,Na,Na,TestAndRepair,Na
319,1466,$34,MIDAS,6180 SO STATE ST,MURRAY,84107,801-266-8811,35,0,Na,Na,TestAndRepair,Na
320,1468,$20,MILLENIUM AUTO NETWORK,13203 SO MINUTEMAN DR,DRAPER,84020,801-619-4784,25,0,Na,Na,TestAndRepair,Na
321,1471,$21,UTAH AUTOMOTIVE,4100 SO STATE ST,SALT LAKE CITY,84107,801-262-4420,25,0,Na,Na,TestAndRepair,Na
322,1472,$24,QUALITY AUTOMOTIVE,740 W1700 SO #10,SALT LAKE CITY,84104,801-486-0653,35,0,Na,Na,TestAndRepair,Na
323,1473,$27,GUS SHOP,3092 S STATE ST,SALT LAKE CITY,84115,801-485-3031,27,0,Na,Na,TestAndRepair,Na
324,1475,$30,ADVANCED SVC AUTOMOTIVE,4485 W 3500 SO,WEST VALLEY,84120,801-968-5680,30,0,Na,Na,TestAndRepair,Na
325,1477,$22,ASE EMISSION & INSPECTION,150 W 4800 SO #4,MURRAY,84107,801-262-5981,30,0,Na,Na,TestAndRepair,Na
326,1478,$42,GREASE MONKEY,3668 W 11400 S,SOUTH JORDAN,84095,801-446-9653,40,0,Na,Na,TestAndRepair,Na
327,1480,$26,C B AUTO LLC,1661 W 900 S,SALT LAKE CITY,84104,801-532-0650,30,0,Na,Na,TestAndRepair,Na
328,1482,$26,SUPER EMISSIONS,2686 S 300 W,SALT LAKE CITY,84115,801-486-6649,28.07,28.07,Na,Na,TestAndRepair,5.2 Just Idle Test (OBD I)
329,1483,$25,NATE WADE SUBARU,555 W 1700 SO,SALT LAKE CITY,84115,801-355-7571,25,0,Na,Na,TestAndRepair,Na
330,1485,$37,DEKRA SAFETY & EMISSIONS,1754 W 12600 S,Riverton,84065,801-254-7682,35,0,Na,Na,TestOnly,Na
331,1486,$30,AUTO ZOKA LLC,3584 S 1950 W #9,WEST VALLEY,84119,801-599-2558,30,0,Na,Na,TestAndRepair,Na
332,1487,$32,HAVOLINE XPRESS LUBE,4689 W 12600 SO,RIVERTON,84065,801-254-2013,30,0,Na,Na,TestAndRepair,Na
333,1488,$28,KT AUTO REPAIR,321 W VINE ST,MURRAY,84107,801-266-3329,35,0,Na,Na,TestAndRepair,Na
334,1490,$25,TUNEX OF EAST SANDY,9225 S 700 E,SANDY,84070,801-566-2409,25,0,Na,Na,TestAndRepair,Na
335,1491,$39,BURT BROTHERS TIRE & SERV,1618 W 9000 So,West Jordan,84088,801-233-0500,39.5,0,Na,Na,TestAndRepair,Na
336,1492,$25,DAVINS AUTOMOTIVE LLC (now Terry's Auto Repair),328 W 800 So,Salt Lake City,84101,801-347-6485,Na,Na,Na,Na,Na,Na
337,1493,$50,INDEPENDENT TIRE INC,361 W Whitney Ave,Salt Lake City,84115,801-599-8036,Na,Na,Na,Na,Na,does not check emissions for passenger cars-only commercial trucks
338,1494,$26,JONES COMPLETE CAR CARE,4621 S 900 E,Salt Lake City,84117,801-269-0111,25,0,Na,Na,TestAndRepair,Na
339,1495,$42,MASTER LUBE,3480 S Redwood Rd,West Valley City,84119,801-666-4337,35,0,Na,Na,TestAndRepair,Na
340,1497,$30,ADDICTIVE BEHAVIOR MOTORW,454 So 500 W,Salt Lake City,84101,801-839-3999,30,0,Na,Na,TestAndRepair,Na
341,1499,$26,UNITECH AUTOMOTIVE,4671 W 3500 So #C,West Valley,84120,385-695-2388,25,0,Na,Na,TestAndRepair,9.95 addt'l for diesel engines
342,1500,$27,EMISSION CLINIC,775 S 300 W,Salt Lake City,84101,801-410-4544,35,0,Na,Na,TestAndRepair,Na
343,1502,$15,AMERICA'S AUTO,1665 N CHICAGO STREET,SALT LAKE CITY,84116,801-678-3727,Na,Na,Na,Na,Na,Na
344,1504,$35,MASTER MUFFLER,4118 W 3500 S,WEST VALLEY,84120,801-416-3972,35,0,Na,Na,TestAndRepair,Na
345,1505,$37,TUNEX OF RIVERTON,3901 W INNOVATION DR,RIVERTON,84065,801-446-4465,35,0,Na,Na,TestAndRepair,Na
346,1506,$25,D-R AUTO REPAIR,3020 W 500 S UNIT J,SALT LAKE CITY,84104,801-503-6078,25,0,Na,Na,TestAndRepair,Na
347,1509,$30,FAST LUBE PLUS,3669 S REDWOOD RD,WEST VALLEY CITY,84119,801-899-9645,35,0,Na,Na,TestAndRepair,Na
348,1510,$26,KEN GARFF HYUNDIA SOUTHTO,10770 So Auto Mall Dr,Sandy,84070,801-912-9930,25,0,Na,Na,TestAndRepair,Na
349,1511,$30,EMISSIONS & SAFETY,1287 W 12600 S,RIVERTON,84065,385-695-2428,30,0,Yes,10,TestAndRepair,Na
350,1513,$28,SHORTSTOP EMISSION & INSP,25 E MILLER AVE,SALT LAKE CITY,84115,801-859-1624,25,0,Yes,10,TestAndRepair,Na
351,1514,$30,SWENSONS SAFETY & EMISSIO,134 W 2700 So Unit B,Salt Lake City,84115,801-467-6120,30,0,Yes,10,TestAndRepair,Na
352,1515,$34,LANCER AUTOMOTIVE INC.,6205 S Highland Dr,Salt Lake City,84121,801-273-0664,33,0,No,NA,TestAndRepair,Na
353,1516,$33,LHM FORD LINCOLN DRAPER,11442 So Lone Peak Pkwy,Draper,84020,801-590-0561,33,0,No,NA,TestAndRepair,Na
354,1517,$34,ALTA VIEW TIRES & SERVICE,1190 E 9400 So,Sandy,84094,801-572-4400,37,0,No,NA,TestAndRepair,Na
355,1520,$20,5 SPEED AUTO LLC,4180 S State St #A,Salt Lake City,84107,801-688-1722,20,0,Yes,8,TestAndRepair,Na
356,1521,$42,JERRY SEINER KIA,1532 S 500 W,SALT LAKE CITY,84115,385-474-2419,35,0,No,NA,TestAndRepair,Na
357,1522,$35,PYRAMID AUTO SALES,4565 W 3500 S,WEST VALLEY CITY,84120,801-974-0898,39,0,Yes,17,TestAndRepair,Na
358,1523,$30,SALT LAKE MITSUBISHI,3734 S STATE ST,SALT LAKE CITY,84115,801-266-3734,30,0,No,NA,TestAndRepair,Na
359,1525,$27,HINCKLEY AUTOMOTIVE INC,4231 S STATE ST,SALT LAKE CITY,84107,801-484-8883,30,0,No,NA,TestAndRepair,Na
360,1526,$30,OQUIRRH TIRE SERVICE,5970 W DANNON WY,WEST JORDAN,84081,801-642-3650,30,0,No,NA,TestAndRepair,Na
361,1527,$38,CARBMASTER,8409 S OLD BINGHAM HWY,WEST JORDAN,84088,801-280-1011,38,0,No,NA,TestAndRepair,Na
362,1528,$39,BIG O TIRES,2002 E 3300 S,SALT LAKE CITY,84109,801-487-1028,40,0,No,NA,TestAndRepair,Na
363,1530,$27,BE AUTO SMART,7709 S REDWOOD RD,WEST JORDAN,84084,801-703-3464,35,0,Yes,10,TestAndRepair,Na
364,1531,$23,ISAAC'S AUTOMOTIVE,2722 S CONSTITUTION BLVD,WEST VALLEY CITY,84119,385-242-7179,25,0,Yes,10,TestAndRepair,Na
365,1532,$35,MASTER LUBE #30,4650 S CONSTITUTION BLVD,WEST VALLEY CITY,84129,385-399-9880,35,0,No,NA,TestAndRepair,Na
